SOURCE,TARGET,RATING,TIME
3795,4677,-10,15/08/2013
3795,4678,-10,15/08/2013
3795,4679,-10,15/08/2013
3795,4680,-10,15/08/2013
3795,4681,-10,15/08/2013
3795,4683,-10,15/08/2013
3795,4682,-10,15/08/2013
3795,4684,-10,15/08/2013
3795,4676,-10,15/08/2013
3795,4686,-10,15/08/2013
3795,4688,-10,15/08/2013
3795,4701,-10,15/08/2013
3795,4733,-10,15/08/2013
3795,4707,-10,15/08/2013
3795,4743,-10,15/08/2013
3795,4744,-10,15/08/2013
3795,4747,-10,15/08/2013
3795,4458,1,15/08/2013
4694,2322,1,15/08/2013
2322,4694,1,15/08/2013
1334,4198,1,15/08/2013
4198,1334,1,15/08/2013
2322,4746,1,15/08/2013
204,62,5,15/08/2013
3465,4649,2,16/08/2013
4649,3465,2,16/08/2013
1529,2942,2,16/08/2013
2942,1529,3,16/08/2013
4688,3897,-10,16/08/2013
4686,3897,-10,16/08/2013
4682,3897,-10,16/08/2013
4683,3897,-10,16/08/2013
4681,3897,-10,16/08/2013
4680,3897,-10,16/08/2013
4679,3897,-10,16/08/2013
4678,3897,-10,16/08/2013
4676,3897,-10,16/08/2013
4667,3897,-10,16/08/2013
2322,3317,1,16/08/2013
3317,2322,1,16/08/2013
4668,3897,-10,16/08/2013
4654,3897,-10,16/08/2013
4531,3897,-10,16/08/2013
4666,3897,-10,16/08/2013
4661,3897,-10,16/08/2013
4672,3897,-10,16/08/2013
4673,3897,-10,16/08/2013
4675,3897,-10,16/08/2013
4707,3897,-10,16/08/2013
4733,3897,-10,16/08/2013
4684,3897,-10,16/08/2013
4701,3897,-10,16/08/2013
4669,3897,-10,16/08/2013
4743,3897,-10,16/08/2013
4744,3897,-10,16/08/2013
4748,3897,-10,16/08/2013
3897,3903,1,16/08/2013
4649,3903,1,16/08/2013
4694,3903,1,16/08/2013
3903,4649,1,16/08/2013
3903,3897,1,16/08/2013
3903,4694,1,16/08/2013
4402,4649,1,16/08/2013
4649,4402,1,16/08/2013
664,905,1,16/08/2013
905,664,1,16/08/2013
2600,3744,-10,16/08/2013
3903,3527,2,16/08/2013
3527,3903,1,16/08/2013
135,3903,-1,16/08/2013
1,1565,3,16/08/2013
4745,4676,-10,16/08/2013
4745,4678,-10,16/08/2013
1,4458,1,16/08/2013
4746,4756,1,16/08/2013
3649,3903,2,16/08/2013
2322,4320,1,16/08/2013
4320,2322,1,16/08/2013
4197,2880,1,16/08/2013
2880,4197,1,16/08/2013
1832,4757,2,16/08/2013
3649,135,2,16/08/2013
4757,1832,3,16/08/2013
1,3527,2,16/08/2013
1,159,2,16/08/2013
1,1953,2,16/08/2013
1,2642,1,16/08/2013
1,2045,1,16/08/2013
1,2388,1,16/08/2013
1528,4758,1,16/08/2013
4758,1528,2,16/08/2013
4172,4650,1,16/08/2013
4650,4172,1,16/08/2013
2880,4641,1,16/08/2013
3903,3649,1,16/08/2013
4641,2880,1,16/08/2013
4363,4379,1,16/08/2013
2600,3013,2,17/08/2013
3719,4291,6,17/08/2013
2125,3897,1,17/08/2013
4370,4291,5,17/08/2013
4698,2600,2,17/08/2013
2600,4759,1,17/08/2013
3903,2198,1,17/08/2013
4452,4746,2,17/08/2013
4746,4452,1,17/08/2013
4204,4702,1,17/08/2013
3649,4746,1,17/08/2013
4521,4482,10,17/08/2013
905,4694,1,17/08/2013
4315,25,1,17/08/2013
4760,4746,-10,17/08/2013
3649,4760,1,17/08/2013
4760,3649,1,17/08/2013
1832,2067,4,17/08/2013
4452,4761,2,17/08/2013
4761,4452,2,17/08/2013
2067,1832,4,17/08/2013
3699,4762,1,18/08/2013
4762,3699,1,18/08/2013
4732,1810,1,18/08/2013
1810,4732,1,18/08/2013
1810,4746,-10,18/08/2013
2125,2124,4,18/08/2013
3903,2600,2,18/08/2013
3903,1403,1,18/08/2013
3903,363,1,18/08/2013
3903,4763,1,18/08/2013
4285,4764,1,18/08/2013
4764,4285,1,18/08/2013
4756,4746,-10,18/08/2013
4172,4557,1,18/08/2013
905,1334,5,18/08/2013
4764,4266,1,18/08/2013
4764,3260,1,18/08/2013
4172,4493,3,18/08/2013
4493,4172,3,18/08/2013
3649,3611,2,18/08/2013
4694,2388,1,18/08/2013
1,2266,1,18/08/2013
1,2303,1,18/08/2013
1,202,1,18/08/2013
1,1566,2,18/08/2013
1693,2822,2,18/08/2013
4694,4765,1,18/08/2013
4765,4694,2,18/08/2013
4694,4209,1,19/08/2013
4209,4694,1,19/08/2013
2125,4766,-10,19/08/2013
2125,4587,-10,19/08/2013
2125,4687,-10,19/08/2013
2125,4739,-10,19/08/2013
2125,4746,-10,19/08/2013
2125,4603,-10,19/08/2013
2125,4614,-10,19/08/2013
2398,3957,2,19/08/2013
3957,2398,2,19/08/2013
3957,215,2,19/08/2013
4209,4635,1,19/08/2013
4635,4209,1,19/08/2013
2600,4568,1,19/08/2013
3649,625,1,19/08/2013
625,3649,1,19/08/2013
4254,4645,-10,19/08/2013
4568,2600,1,19/08/2013
4568,2942,1,19/08/2013
3903,4304,1,19/08/2013
3903,4698,1,19/08/2013
4642,3903,1,19/08/2013
2600,4698,1,19/08/2013
4172,4188,1,19/08/2013
2125,4645,-10,19/08/2013
2125,4646,-10,19/08/2013
2125,4662,-10,19/08/2013
2125,4663,-10,19/08/2013
2125,4664,-10,19/08/2013
2125,3841,-1,19/08/2013
2125,4742,-10,19/08/2013
2125,4741,-10,19/08/2013
4107,3527,10,19/08/2013
3527,4107,8,19/08/2013
3328,35,2,19/08/2013
3353,4172,2,19/08/2013
4172,3353,1,19/08/2013
2125,4745,1,19/08/2013
1639,4172,1,19/08/2013
3359,1947,2,19/08/2013
1352,4768,1,19/08/2013
3527,4075,-10,19/08/2013
4768,1352,1,19/08/2013
4107,4075,-10,19/08/2013
3735,3897,1,20/08/2013
4291,2600,2,20/08/2013
2600,4291,3,20/08/2013
4291,3719,6,20/08/2013
1832,4762,1,20/08/2013
4762,1832,1,20/08/2013
2125,4762,1,20/08/2013
4698,1810,1,20/08/2013
1810,4698,1,20/08/2013
4258,2600,1,20/08/2013
2600,4258,1,20/08/2013
4424,35,2,20/08/2013
4764,3935,1,20/08/2013
3901,4172,1,20/08/2013
35,2413,2,20/08/2013
4635,3321,2,20/08/2013
3321,4635,2,20/08/2013
3649,4291,8,20/08/2013
3649,3585,1,20/08/2013
4635,4762,2,20/08/2013
4762,4635,2,20/08/2013
4694,1832,3,20/08/2013
1832,4499,1,20/08/2013
4499,1832,2,20/08/2013
4400,4499,4,20/08/2013
4648,4769,1,20/08/2013
4769,4648,1,20/08/2013
1832,4694,1,20/08/2013
1953,4770,1,20/08/2013
4770,1953,5,20/08/2013
2942,274,3,20/08/2013
1829,4601,1,20/08/2013
2600,4320,1,21/08/2013
4320,2600,1,21/08/2013
2600,4295,1,21/08/2013
4295,2600,1,21/08/2013
3013,3699,1,21/08/2013
3699,3013,1,21/08/2013
4499,4196,1,21/08/2013
4196,4499,1,21/08/2013
2067,2194,2,21/08/2013
4635,4337,1,21/08/2013
4337,4635,1,21/08/2013
4689,2313,2,21/08/2013
4554,4539,1,21/08/2013
1334,1555,4,21/08/2013
1555,1334,4,21/08/2013
4172,4770,1,21/08/2013
4770,4172,1,21/08/2013
664,4635,1,21/08/2013
4635,664,1,21/08/2013
3649,25,5,22/08/2013
35,4771,1,22/08/2013
35,4772,1,22/08/2013
4767,2313,1,22/08/2013
35,4767,1,22/08/2013
4295,4320,1,22/08/2013
4320,4295,1,22/08/2013
4291,4773,1,22/08/2013
4773,4291,1,22/08/2013
2600,4774,1,22/08/2013
4774,2600,2,22/08/2013
4360,2942,1,22/08/2013
2942,4281,1,22/08/2013
4281,2942,1,22/08/2013
2942,4360,1,22/08/2013
4756,4775,1,22/08/2013
4775,4756,1,22/08/2013
2600,4776,1,22/08/2013
4776,2600,1,22/08/2013
905,4172,10,22/08/2013
4776,4635,1,22/08/2013
4114,4197,2,22/08/2013
2600,4740,1,22/08/2013
4740,2600,2,22/08/2013
664,1832,2,22/08/2013
1832,664,2,22/08/2013
1810,3278,6,23/08/2013
4694,4778,1,23/08/2013
4778,4694,1,23/08/2013
4772,35,1,23/08/2013
4635,4755,2,23/08/2013
4755,4635,2,23/08/2013
4254,905,1,23/08/2013
2388,3903,1,23/08/2013
3903,4284,1,23/08/2013
4284,3903,1,23/08/2013
3903,2388,3,23/08/2013
4482,2565,3,23/08/2013
2565,4482,2,23/08/2013
4172,4648,4,23/08/2013
3129,2289,1,23/08/2013
3129,3971,1,23/08/2013
3129,4315,1,23/08/2013
3129,4779,1,23/08/2013
3129,4357,1,23/08/2013
3129,3969,1,23/08/2013
3129,111,1,23/08/2013
3129,3869,1,23/08/2013
3129,4107,1,23/08/2013
3129,3837,1,23/08/2013
3129,3065,1,23/08/2013
3129,2580,1,23/08/2013
3129,4379,1,23/08/2013
3129,4036,1,23/08/2013
3129,4358,1,23/08/2013
3129,4710,1,23/08/2013
3129,3817,1,23/08/2013
3129,3270,1,23/08/2013
3129,2770,1,23/08/2013
3129,4753,1,23/08/2013
3129,3510,1,23/08/2013
3129,3646,1,23/08/2013
3129,4322,1,23/08/2013
3129,4780,1,23/08/2013
3129,3504,1,23/08/2013
3129,4058,1,23/08/2013
3129,3965,1,23/08/2013
3129,4289,1,23/08/2013
3129,4308,1,23/08/2013
3129,4579,1,23/08/2013
3129,3964,1,23/08/2013
3129,3963,1,23/08/2013
3129,4330,1,23/08/2013
3129,3133,1,23/08/2013
3129,4338,1,23/08/2013
3129,3962,1,23/08/2013
3129,4711,1,23/08/2013
3129,4712,1,23/08/2013
3129,563,1,23/08/2013
3129,3961,1,23/08/2013
3129,3669,1,23/08/2013
3129,2840,1,23/08/2013
3129,4713,1,23/08/2013
3129,4554,1,23/08/2013
3129,4714,1,23/08/2013
3129,4266,1,23/08/2013
3129,4715,1,23/08/2013
3129,3960,1,23/08/2013
3129,4341,1,23/08/2013
3129,4197,1,23/08/2013
3129,4716,1,23/08/2013
3129,4504,1,23/08/2013
3129,4031,1,23/08/2013
3129,1508,1,23/08/2013
3129,3957,1,23/08/2013
3129,3956,1,23/08/2013
3129,4778,1,23/08/2013
3129,3954,1,23/08/2013
3129,274,1,23/08/2013
3129,4281,1,23/08/2013
3129,4067,1,23/08/2013
3129,4359,1,23/08/2013
3129,3470,1,23/08/2013
3129,3519,1,23/08/2013
3129,2167,1,23/08/2013
3129,4781,1,23/08/2013
3129,3935,1,23/08/2013
3129,4340,1,23/08/2013
3129,3551,1,23/08/2013
3129,4717,1,23/08/2013
3129,1272,1,23/08/2013
3129,4782,1,23/08/2013
3129,4718,1,23/08/2013
3129,3459,1,23/08/2013
3129,4188,1,23/08/2013
3129,4719,1,23/08/2013
3129,4355,1,23/08/2013
3129,2281,1,23/08/2013
3129,2013,1,23/08/2013
3129,3377,1,23/08/2013
3129,3191,1,23/08/2013
3129,4179,1,23/08/2013
3129,3926,1,23/08/2013
3129,1277,1,23/08/2013
3129,3949,1,23/08/2013
3129,4211,1,23/08/2013
3129,3948,1,23/08/2013
3129,3527,1,23/08/2013
3129,4783,1,23/08/2013
3129,630,1,23/08/2013
3129,3947,1,23/08/2013
3129,491,1,23/08/2013
3129,3916,1,23/08/2013
3129,4784,1,23/08/2013
3129,3946,1,23/08/2013
3129,4720,1,23/08/2013
3129,4785,1,23/08/2013
3129,3830,1,23/08/2013
3129,4073,1,23/08/2013
3129,35,1,23/08/2013
3129,4721,1,23/08/2013
3129,3060,1,23/08/2013
3129,2600,1,23/08/2013
3129,4786,1,23/08/2013
3129,3743,1,23/08/2013
3129,4417,1,23/08/2013
3129,4317,1,23/08/2013
3129,2903,1,23/08/2013
3129,3626,1,23/08/2013
3129,4722,1,23/08/2013
3129,4723,1,23/08/2013
3129,1295,1,23/08/2013
3129,3941,1,23/08/2013
3129,1851,1,23/08/2013
3129,4285,1,23/08/2013
3129,4068,1,23/08/2013
3129,4370,1,23/08/2013
3129,408,1,23/08/2013
3129,3939,1,23/08/2013
3129,3729,1,23/08/2013
3129,2113,1,23/08/2013
3129,2755,1,23/08/2013
3129,3937,1,23/08/2013
3129,3208,1,23/08/2013
3129,2064,1,23/08/2013
3129,363,1,23/08/2013
3129,2246,1,23/08/2013
3129,4724,1,23/08/2013
3129,2430,1,23/08/2013
3129,3934,1,23/08/2013
3129,3933,1,23/08/2013
3129,1615,1,23/08/2013
3129,3632,1,23/08/2013
3129,1849,1,23/08/2013
3129,2484,1,23/08/2013
3129,4725,1,23/08/2013
3129,4726,1,23/08/2013
3129,3656,1,23/08/2013
3129,4727,1,23/08/2013
3129,4728,1,23/08/2013
3129,3901,1,23/08/2013
3129,1933,1,23/08/2013
3129,3930,1,23/08/2013
3129,4648,1,23/08/2013
3598,4787,2,23/08/2013
4756,4570,1,23/08/2013
4570,4756,1,23/08/2013
4778,2063,1,23/08/2013
4570,4694,1,23/08/2013
4694,4570,1,23/08/2013
4635,4353,1,23/08/2013
4353,4635,1,23/08/2013
4291,4635,1,23/08/2013
4635,4291,1,23/08/2013
4197,2012,2,23/08/2013
2012,4197,2,23/08/2013
2063,4635,2,23/08/2013
4635,2063,2,23/08/2013
4635,4776,-10,23/08/2013
4284,3981,1,23/08/2013
3981,4284,1,23/08/2013
2625,2942,4,23/08/2013
2600,2942,4,23/08/2013
2942,2600,3,24/08/2013
1334,4635,1,24/08/2013
4635,1334,1,24/08/2013
4254,4788,1,24/08/2013
4788,4254,1,24/08/2013
4788,2600,1,24/08/2013
2600,4788,1,24/08/2013
4732,2600,2,24/08/2013
2600,4732,1,24/08/2013
4301,3776,2,24/08/2013
664,539,1,24/08/2013
539,664,1,24/08/2013
4315,4789,1,24/08/2013
4789,4308,1,24/08/2013
1948,3750,1,24/08/2013
3750,1948,1,24/08/2013
35,4790,1,24/08/2013
1334,4304,2,24/08/2013
4791,1810,1,24/08/2013
4709,4424,1,24/08/2013
4424,4709,2,24/08/2013
4107,4204,2,24/08/2013
4204,4107,2,24/08/2013
4107,4792,1,24/08/2013
4793,4308,3,24/08/2013
4315,3129,4,24/08/2013
2600,3389,1,25/08/2013
4189,2600,1,25/08/2013
2600,4189,1,25/08/2013
3005,4790,1,25/08/2013
4308,3129,10,25/08/2013
4756,4777,1,25/08/2013
4777,4756,5,25/08/2013
1953,1810,2,25/08/2013
2600,4794,1,25/08/2013
2600,2176,3,25/08/2013
2176,2600,3,25/08/2013
1810,4756,-10,26/08/2013
4794,2600,2,26/08/2013
1810,4777,-10,26/08/2013
625,3926,6,26/08/2013
4301,3872,1,26/08/2013
4795,2252,1,26/08/2013
2252,4795,1,26/08/2013
4635,4281,1,26/08/2013
4584,3649,1,26/08/2013
3649,4584,2,26/08/2013
4584,1334,1,26/08/2013
2044,4197,1,26/08/2013
4197,2044,1,26/08/2013
4172,1953,7,26/08/2013
4172,2635,7,26/08/2013
4320,4773,1,26/08/2013
4773,4320,1,26/08/2013
4197,4796,1,27/08/2013
4796,4197,1,27/08/2013
4363,2754,1,27/08/2013
1953,4638,-1,27/08/2013
4791,3957,10,27/08/2013
1810,4796,-10,27/08/2013
1810,4775,-10,27/08/2013
4295,4638,1,27/08/2013
4791,4638,-4,27/08/2013
4197,4797,1,27/08/2013
4797,4197,1,27/08/2013
3903,4791,1,27/08/2013
4773,4795,1,27/08/2013
4795,4773,1,27/08/2013
4790,35,1,27/08/2013
2565,2906,1,27/08/2013
2906,2565,1,27/08/2013
4107,4753,1,27/08/2013
4753,4107,1,27/08/2013
3013,2600,2,27/08/2013
4301,3869,1,27/08/2013
4301,4798,1,27/08/2013
4301,4107,4,27/08/2013
35,4799,1,27/08/2013
4301,4466,1,27/08/2013
4694,3926,2,27/08/2013
2392,1629,1,27/08/2013
4799,35,1,27/08/2013
2942,156,-1,27/08/2013
2296,4800,1,27/08/2013
4611,57,1,27/08/2013
57,4611,1,27/08/2013
2125,3837,1,27/08/2013
4694,4708,1,27/08/2013
2642,4801,4,27/08/2013
4635,4197,2,27/08/2013
4197,4635,1,27/08/2013
4800,2296,1,27/08/2013
4611,4379,2,27/08/2013
4379,4611,2,28/08/2013
4197,3610,1,28/08/2013
3610,4197,1,28/08/2013
2388,4694,1,28/08/2013
1612,4189,1,28/08/2013
4189,1612,1,28/08/2013
4635,4803,1,28/08/2013
4803,4635,1,28/08/2013
4038,1810,-10,28/08/2013
4363,25,-1,28/08/2013
2165,25,10,28/08/2013
4791,25,1,28/08/2013
4698,3746,2,28/08/2013
3217,4795,1,28/08/2013
4795,3217,1,28/08/2013
4281,4635,1,28/08/2013
1810,4452,1,28/08/2013
4452,1810,2,28/08/2013
4197,4804,1,28/08/2013
4804,4197,1,28/08/2013
3697,4698,-10,28/08/2013
4698,3697,-10,28/08/2013
2840,4698,-1,28/08/2013
2125,1731,1,28/08/2013
2378,4753,1,28/08/2013
4753,2378,1,28/08/2013
1810,4616,2,28/08/2013
3750,3122,1,28/08/2013
4635,4320,1,28/08/2013
4320,4635,1,28/08/2013
3649,1394,1,28/08/2013
1394,3649,1,28/08/2013
1810,4804,-10,29/08/2013
2600,4632,2,29/08/2013
4632,2600,2,29/08/2013
4308,4789,-10,29/08/2013
4308,4793,-10,29/08/2013
3122,3750,1,29/08/2013
4284,4616,1,29/08/2013
4698,4694,-5,29/08/2013
4648,4172,5,29/08/2013
4616,4284,2,29/08/2013
4698,4635,9,29/08/2013
4616,1810,2,29/08/2013
2942,4038,-10,29/08/2013
1832,4038,-10,29/08/2013
4197,4805,1,29/08/2013
4805,4197,1,29/08/2013
4611,4806,1,29/08/2013
4806,4611,10,29/08/2013
4698,1832,2,29/08/2013
2942,57,3,29/08/2013
905,4038,-10,29/08/2013
3487,4197,1,29/08/2013
4197,3487,1,29/08/2013
3746,4807,1,29/08/2013
4779,4172,2,29/08/2013
4172,4779,2,29/08/2013
4807,3746,1,29/08/2013
4779,4809,1,29/08/2013
4779,4810,1,29/08/2013
4779,2781,1,29/08/2013
4779,4151,1,29/08/2013
4779,4529,1,29/08/2013
4779,3165,1,29/08/2013
4779,3086,1,29/08/2013
4779,4540,2,29/08/2013
3649,4636,2,30/08/2013
4802,2600,3,30/08/2013
2600,4802,3,30/08/2013
4800,3465,1,30/08/2013
1832,4698,-10,30/08/2013
3746,4698,-10,30/08/2013
4635,4698,-10,30/08/2013
1689,2600,2,30/08/2013
2600,1689,2,30/08/2013
415,2313,1,30/08/2013
2565,3122,1,30/08/2013
3122,2565,1,30/08/2013
3504,4217,-1,30/08/2013
4107,4779,3,30/08/2013
4745,4694,-10,30/08/2013
4779,4107,3,30/08/2013
2296,4802,-10,30/08/2013
4791,4802,-5,30/08/2013
4411,4812,1,30/08/2013
4812,4411,1,30/08/2013
4812,4288,1,30/08/2013
4812,4506,1,30/08/2013
4812,3260,1,30/08/2013
4611,4524,1,30/08/2013
4281,905,2,30/08/2013
905,4281,1,30/08/2013
4791,2496,5,30/08/2013
2496,4791,4,30/08/2013
4197,4813,1,30/08/2013
4813,4197,1,30/08/2013
4635,4553,2,31/08/2013
4553,4635,2,31/08/2013
1334,4284,1,31/08/2013
1334,4791,1,31/08/2013
4361,4320,1,31/08/2013
4320,4361,1,31/08/2013
4361,4635,1,31/08/2013
4635,4361,1,31/08/2013
4694,4814,1,31/08/2013
4814,4694,1,31/08/2013
2600,2835,1,31/08/2013
2835,2600,1,31/08/2013
4791,4698,-5,31/08/2013
1810,405,-4,31/08/2013
1334,2600,2,31/08/2013
3719,4270,1,31/08/2013
4270,3719,1,31/08/2013
1334,4816,1,31/08/2013
4270,4172,5,31/08/2013
2388,2266,1,31/08/2013
2322,4761,1,31/08/2013
4761,2322,1,31/08/2013
4511,35,1,31/08/2013
35,4511,1,31/08/2013
4759,2600,1,31/08/2013
1555,3897,1,31/08/2013
1810,4038,-8,31/08/2013
539,3669,-10,31/08/2013
4814,2322,1,01/09/2013
2322,4814,1,01/09/2013
1555,4795,1,01/09/2013
4795,1555,1,01/09/2013
2044,4795,1,01/09/2013
4795,2044,1,01/09/2013
4708,4694,2,01/09/2013
4814,4818,1,01/09/2013
4818,4814,1,01/09/2013
1334,4279,-10,01/09/2013
1810,4818,-10,01/09/2013
1810,4814,-10,01/09/2013
4611,4816,1,01/09/2013
4816,4611,1,01/09/2013
4708,1810,1,01/09/2013
35,4461,3,01/09/2013
1334,1819,1,01/09/2013
4553,2600,2,01/09/2013
2600,4553,2,01/09/2013
1334,4659,10,02/09/2013
4284,4521,1,02/09/2013
4553,4511,1,02/09/2013
4511,4553,1,02/09/2013
4521,4284,1,02/09/2013
4284,491,5,02/09/2013
4819,2625,1,02/09/2013
1286,2625,1,02/09/2013
2125,4331,-1,02/09/2013
4611,3854,1,02/09/2013
3854,4611,1,02/09/2013
4611,3321,1,02/09/2013
3321,4611,1,02/09/2013
4400,4172,10,02/09/2013
4172,4400,7,02/09/2013
35,4820,1,02/09/2013
2642,4554,1,02/09/2013
4554,2642,1,02/09/2013
4820,35,1,02/09/2013
905,4554,1,02/09/2013
4197,3649,1,02/09/2013
35,4821,1,02/09/2013
35,4787,1,02/09/2013
500,4823,10,02/09/2013
500,4824,10,02/09/2013
4824,500,10,02/09/2013
4824,4823,10,02/09/2013
4824,1191,10,02/09/2013
1334,2835,1,02/09/2013
2835,1334,1,02/09/2013
3642,2642,5,02/09/2013
4693,4554,1,02/09/2013
4554,4693,1,02/09/2013
4611,4825,1,03/09/2013
625,25,4,03/09/2013
2835,3020,1,03/09/2013
3020,2835,1,03/09/2013
625,4136,2,03/09/2013
4136,625,2,03/09/2013
4694,3317,1,03/09/2013
3317,4694,1,03/09/2013
4694,3013,1,03/09/2013
4284,4611,1,03/09/2013
4611,4284,1,03/09/2013
4611,4795,1,03/09/2013
4795,4611,1,03/09/2013
4482,3750,1,03/09/2013
3750,4482,2,03/09/2013
4554,4360,2,03/09/2013
4197,3750,1,03/09/2013
3750,4197,1,03/09/2013
4826,35,1,03/09/2013
3345,4172,2,03/09/2013
4791,4694,2,03/09/2013
4825,4611,1,03/09/2013
4694,4825,1,03/09/2013
4825,4694,1,03/09/2013
3897,1555,2,03/09/2013
4714,3960,2,03/09/2013
4828,4635,6,03/09/2013
2322,4829,1,03/09/2013
4829,2322,1,03/09/2013
3465,2316,2,03/09/2013
1832,4828,1,03/09/2013
4172,3465,5,03/09/2013
4828,1832,1,03/09/2013
1363,1656,3,03/09/2013
1334,4828,1,03/09/2013
4828,1334,2,03/09/2013
4197,4703,1,03/09/2013
4703,4197,1,03/09/2013
192,1396,3,04/09/2013
192,1386,3,04/09/2013
192,1363,6,04/09/2013
192,135,5,04/09/2013
192,2046,3,04/09/2013
192,1615,2,04/09/2013
192,2045,2,04/09/2013
192,25,2,04/09/2013
4611,3649,1,04/09/2013
3649,4611,1,04/09/2013
2835,1,3,04/09/2013
4694,4830,1,04/09/2013
4830,4694,2,04/09/2013
4365,4515,1,04/09/2013
4515,4365,1,04/09/2013
4584,4791,-1,04/09/2013
4694,4791,-5,04/09/2013
3719,4831,-10,04/09/2013
4795,1810,1,04/09/2013
4795,4832,1,04/09/2013
4365,2104,1,04/09/2013
2104,4365,1,04/09/2013
2322,4833,1,04/09/2013
4833,2322,1,04/09/2013
4611,4834,1,04/09/2013
4834,4611,1,04/09/2013
1810,4791,-4,04/09/2013
3413,35,3,04/09/2013
3413,4791,-10,04/09/2013
545,1948,-5,04/09/2013
3013,4694,2,04/09/2013
3897,4606,1,05/09/2013
4606,3897,1,05/09/2013
2661,4236,-10,05/09/2013
3649,2661,2,05/09/2013
2661,3649,1,05/09/2013
3649,2404,1,05/09/2013
2404,3649,1,05/09/2013
4284,4736,1,05/09/2013
4787,35,2,05/09/2013
4172,1245,1,05/09/2013
1245,4172,1,05/09/2013
4284,486,2,05/09/2013
4172,4835,-10,05/09/2013
342,4249,3,05/09/2013
3649,4836,1,05/09/2013
2642,4524,5,05/09/2013
4524,2642,8,05/09/2013
1334,1316,6,05/09/2013
4416,3746,2,05/09/2013
4837,35,2,05/09/2013
35,4554,5,05/09/2013
4554,35,5,05/09/2013
2125,4816,1,05/09/2013
1819,1334,1,05/09/2013
4694,3427,1,05/09/2013
3427,4694,1,05/09/2013
2835,4546,2,05/09/2013
4546,2835,2,05/09/2013
4694,4584,2,06/09/2013
4584,4694,2,06/09/2013
625,2388,1,06/09/2013
486,4284,3,06/09/2013
2388,625,1,06/09/2013
4511,4838,1,06/09/2013
4838,4511,1,06/09/2013
2318,4573,2,06/09/2013
4573,2318,2,06/09/2013
4787,4839,1,06/09/2013
4839,4787,1,06/09/2013
4745,1018,1,06/09/2013
4570,4172,3,06/09/2013
1334,4840,1,06/09/2013
4608,4787,1,06/09/2013
4694,4632,2,06/09/2013
4632,4694,1,06/09/2013
4736,4284,2,06/09/2013
2565,545,1,06/09/2013
2296,4649,1,07/09/2013
2388,3719,3,07/09/2013
2388,4098,1,07/09/2013
4787,4842,1,07/09/2013
4842,4787,1,07/09/2013
4204,2851,1,07/09/2013
1810,4795,-5,07/09/2013
4832,4795,-5,07/09/2013
1334,4843,-10,07/09/2013
4694,1334,10,07/09/2013
363,1810,3,07/09/2013
1810,363,3,07/09/2013
4840,4787,1,08/09/2013
4787,4840,1,08/09/2013
4322,4753,2,08/09/2013
4753,4322,2,08/09/2013
4172,3389,3,08/09/2013
3389,4172,3,08/09/2013
4562,1548,1,08/09/2013
1548,4562,1,08/09/2013
4397,4844,1,08/09/2013
4844,4397,1,08/09/2013
4606,35,3,08/09/2013
4172,4125,1,08/09/2013
4125,4172,1,08/09/2013
2835,4694,1,08/09/2013
4694,2835,1,08/09/2013
4499,4635,10,08/09/2013
4635,4499,6,08/09/2013
4635,41,1,09/09/2013
41,4635,1,09/09/2013
1878,1383,-10,09/09/2013
4635,4761,6,09/09/2013
3013,4291,1,09/09/2013
4291,3013,1,09/09/2013
4761,4635,6,09/09/2013
4197,2496,1,09/09/2013
2496,4197,2,09/09/2013
4844,3897,1,09/09/2013
3897,4844,1,09/09/2013
4136,4291,3,09/09/2013
4397,4381,1,09/09/2013
4381,4397,1,09/09/2013
4197,4515,1,09/09/2013
4389,4839,1,09/09/2013
4172,4845,4,09/09/2013
4845,4172,4,09/09/2013
4839,4389,1,09/09/2013
4419,4846,1,09/09/2013
4846,4419,2,09/09/2013
905,3919,1,09/09/2013
4844,4833,1,09/09/2013
4833,4844,1,09/09/2013
3342,2625,2,09/09/2013
2625,3342,2,09/09/2013
3389,3897,1,09/09/2013
3897,3389,1,09/09/2013
4832,4847,1,09/09/2013
4847,4832,1,09/09/2013
2754,4363,1,09/09/2013
4694,4848,1,10/09/2013
4848,4694,1,10/09/2013
2430,4787,1,10/09/2013
4787,2430,1,10/09/2013
4554,3413,1,10/09/2013
4832,4849,1,10/09/2013
4694,4136,2,10/09/2013
4136,4694,2,10/09/2013
3649,4197,2,10/09/2013
3746,4774,1,10/09/2013
4774,3746,1,10/09/2013
2647,4779,1,10/09/2013
3837,4609,2,11/09/2013
4847,4851,1,11/09/2013
4851,4847,1,11/09/2013
4780,3445,1,11/09/2013
4608,539,3,11/09/2013
4787,4852,2,11/09/2013
4852,4787,2,11/09/2013
1810,4853,-7,11/09/2013
1018,4745,1,11/09/2013
4557,4172,2,11/09/2013
4379,4172,4,11/09/2013
1334,2775,2,11/09/2013
35,4826,1,11/09/2013
35,4837,2,11/09/2013
35,4838,1,11/09/2013
35,4854,1,11/09/2013
4854,35,1,11/09/2013
41,4197,2,11/09/2013
4197,41,2,11/09/2013
4291,2642,1,12/09/2013
3487,4511,2,12/09/2013
2318,4519,2,12/09/2013
2296,3767,-10,12/09/2013
4816,1731,5,12/09/2013
3413,4554,1,12/09/2013
664,4787,2,12/09/2013
4291,2430,1,12/09/2013
2430,4291,1,12/09/2013
2430,4320,1,12/09/2013
